sample_index,timestamp_s,u_left_px,v_left_px,u_right_px,v_right_px,disparity_px,overhead_u_px,overhead_v_px,x_stereo_mm,y_stereo_mm,z_stereo_mm,x_robot_mm,y_robot_mm,z_robot_mm,z_ground_mm,model_pred_z_ground_mm,model_residual_mm
1,1779914015.9851427,486.1051025390625,54.002593994140625,435.0067138671875,53.573028564453125,51.098388671875,992.2322998046875,230.6142578125,176.19898804367088,-206.89773852984604,-473.8259018753565,293.9932638220344,145.43498925434687,51.47829303543021,-48.52170696456979,-47.69636776016698,-0.825339204402809
2,1779914018.8033571,509.83563232421875,101.55821990966797,455.67352294921875,101.33557891845703,54.162109375,978.5254516601562,325.2906188964844,187.47495585016543,-146.15066233733523,-448.17520604283004,223.68015761593642,157.80660011110106,50.65038462218117,-49.34961537781883,-49.844180725455146,0.49456534763631765
3,1779914021.0258205,582.4168701171875,207.12472534179688,529.5149536132812,209.4157257080078,52.90191650390625,1001.1993408203125,507.1964111328125,243.38702380910712,-39.802999709158115,-411.0259729916778,89.85881559016897,141.56189706515744,42.110944668139965,-57.889055331860035,-57.63822392858452,-0.25083140327551234
4,1779914022.8658364,490.0959167480469,242.72161865234375,421.2379150390625,247.15402221679688,68.85800170898438,840.782958984375,513.2138671875,139.25177475049284,-5.854649437495972,-392.5296244946849,90.84246976409855,260.29814578251734,44.90609148594071,-55.09390851405929,-55.02884718865363,-0.06506132540565801
5,1779914024.4659045,424.5062561035156,127.14356231689453,359.5260314941406,129.72328186035156,64.980224609375,828.4816284179688,342.7554931640625,93.33931250381812,-109.39803945467358,-429.8674272601321,218.35239342402318,267.31301006247713,52.171034147784944,-47.828965852215056,-49.79401447804069,1.9650486258256308
6,1779914027.889979,296.49566650390625,55.48727798461914,237.9007568359375,61.51640319824219,58.59490966796875,711.7982177734375,181.9149169921875,-22.86134252404472,-191.88012140232271,-466.8586250122614,352.919525635614,351.47889577559584,50.6523749690908,-49.3476250309092,-49.93155375256563,0.5839287216564273
7,1779914029.9873521,325.2989807128906,132.90440368652344,257.61395263671875,138.3559112548828,67.68502807617188,703.5597534179688,319.5067138671875,4.738979424783242,-101.04458906502931,-426.49538515286196,242.93280524582616,359.58631731070517,51.370078983376686,-48.629921016623314,-47.94963763125967,-0.6802833853636443
8,1779914031.9542649,325.3319091796875,132.81631469726562,257.8057556152344,138.26956176757812,67.52615356445312,704.8233032226562,320.2601318359375,4.77882104997871,-101.35548607121326,-427.4820777588126,243.58554463079787,359.25400425021803,50.56905079755678,-49.43094920244322,-47.95847183725338,-1.472477365189846
9,1779914036.3698468,371.2285461425781,242.61376953125,294.26470947265625,247.14500427246094,76.96383666992188,705.7447509765625,472.3177795410156,39.42005513982972,-5.519106747313378,-385.73385829649,125.77249973177832,362.09135835797025,50.57072808244101,-49.42927191755899,-49.64931544792215,0.2200435303631565
10,1779914041.889696,256.2125549316406,280.4808349609375,179.72747802734375,283.9693603515625,76.48507690429688,575.6884155273438,477.5829162597656,-46.841428456315825,22.66260892965258,-368.32762078621386,125.72772670444401,460.8827668249511,54.8250728143378,-45.1749271856622,-44.57161016479971,-0.603317020862491
11,1779914044.9631653,218.9510955810547,165.63177490234375,153.05006408691406,171.76535034179688,65.90103149414062,572.210205078125,328.5814514160156,-83.86908978948674,-70.30308651717992,-408.1719236644336,241.0583945096235,461.7022294726564,55.4184340514292,-44.5815659485708,-44.65106325689794,0.06949730832714351
12,1779914047.9223273,203.3360137939453,79.67799377441406,147.0181121826172,88.42341613769531,56.317901611328125,581.5501098632812,184.9784698486328,-112.2271751862261,-164.1775770017878,-453.5077523718513,356.05883750689645,452.4332101701888,51.265378837994604,-48.734621162005396,-48.83733254233226,0.10271138032686622
13,1779914052.579111,96.00175476074219,105.51412963867188,48.68566131591797,115.04299926757812,47.31609344482422,430.70184326171875,169.78091430664062,-220.3169259526245,-142.66039306700048,-441.0188759292642,372.34830817603057,570.1414657560684,53.50564462570014,-46.49435537429986,-46.4188851029775,-0.0754702713223594
14,1779914061.1872602,136.10061645507812,306.93231201171875,70.7137451171875,307.6521301269531,65.38687133789062,443.6401672363281,468.84033203125,-135.4090469838721,42.2553697158189,-350.8582696808842,134.47146164836371,559.3777989317105,62.668241351843584,-37.331758648156416,-37.86874370984336,0.5369850616869414
