sample_index,timestamp_s,u_left_px,v_left_px,u_right_px,v_right_px,disparity_px,overhead_u_px,overhead_v_px,x_stereo_mm,y_stereo_mm,z_stereo_mm,x_robot_mm,y_robot_mm,z_robot_mm,z_ground_mm,model_pred_z_ground_mm,model_residual_mm
1,1779489678.8377848,487.87615966796875,333.96014404296875,443.1644592285156,340.89013671875,44.711700439453125,1010.9758911132812,386.7818298339844,208.10043764464544,104.58840290920277,-588.2969227763399,308.7245217511766,108.81895119569926,-106.386743438275,-206.386743438275,-203.6182153368436,-2.7685281014314
2,1779489698.8693292,357.5799560546875,319.9843444824219,306.5285339355469,324.9970703125,51.051422119140625,982.6002197265625,593.0635375976562,43.38594820504577,81.28323462326249,-575.650846268964,124.39180082090138,143.1078178426372,-102.09142740719176,-202.09142740719176,-201.06283954841942,-1.0285878587723403
3,1779489703.413316,472.2057800292969,265.9176025390625,422.4117431640625,271.29412841796875,49.794036865234375,,,171.54823992441877,18.283294017369016,-545.8479709418805,271.9539207789496,215.6099676532149,-99.48681477436213,-199.48681477436213,-201.546604568669,2.05978979430688
4,1779489713.4808826,367.6737365722656,242.31878662109375,312.91546630859375,247.34619140625,54.758270263671875,860.25244140625,582.1318359375,51.24782267051576,-7.808431459600446,-539.1320852983106,138.11458896901453,248.76462288786254,-102.71798925180825,-202.71798925180826,-202.62222366867704,-0.09576558313122518
5,1779489730.5509963,370.1634521484375,192.0499267578125,313.52777099609375,196.77444458007812,56.63568115234375,789.894287109375,580.8837890625,52.091045658461674,-59.71930238613663,-517.3251830819313,141.87713113643738,310.6731716625601,-102.51852652049504,-202.51852652049504,-203.5997480172237,1.0812214967286593
6,1779489744.4220638,618.0569458007812,315.7215576171875,584.5809936523438,322.8643798828125,33.4759521484375,987.561767578125,142.1584930419922,400.76108670971877,88.4656234631336,-569.8893262578608,525.9782624797286,126.88430598995446,-96.08914639693856,-196.08914639693856,-198.14751552067395,2.058369123735389
7,1779489753.6382413,611.753662109375,321.3550109863281,578.1517333984375,328.734375,33.6019287109375,,,396.1478053433588,97.06248254725257,-579.0243094382564,520.5779174595255,114.40947488126017,-101.67432835783868,-201.67432835783868,-199.28048476862773,-2.3938435892109453
8,1779489769.9773262,390.0043640136719,195.93661499023438,334.1826171875,200.25828552246094,55.821746826171875,794.6810302734375,554.804443359375,73.45497574083018,-56.443642334265824,-521.2992908680361,165.87670357079068,304.97020432457236,-105.330184971713,-205.33018497171298,-203.15208975918,-2.1780952125329804
9,1779489801.528358,490.9364013671875,358.9304504394531,447.5296630859375,366.29229736328125,43.40673828125,1061.104736328125,373.1993713378906,217.9543212924703,139.43140403968928,-598.852938680998,317.7393733774787,68.68008522753843,-102.47530281910872,-202.47530281910872,-204.90428555494063,2.4289827358319087
10,1779489808.774341,288.8302001953125,250.16403198242188,234.9679718017578,255.00018310546875,53.86222839355469,873.0164184570312,689.91650390625,-33.41711711124243,0.6127735195912898,-541.359263849293,42.267573917004526,241.98214463951084,-100.75057539295679,-200.7505753929568,-201.58703258743233,0.8364571944755426
