sample_index,timestamp_s,u_left_px,v_left_px,u_right_px,v_right_px,disparity_px,overhead_u_px,overhead_v_px,x_stereo_mm,y_stereo_mm,z_stereo_mm,x_robot_mm,y_robot_mm,z_robot_mm,z_ground_mm,model_pred_z_ground_mm,model_residual_mm
1,1779491569.5348654,262.8626708984375,247.3562774658203,213.06076049804688,243.94247436523438,49.801910400390625,799.591064453125,48.434234619140625,-65.32020349377683,-7.38062418502228,-575.1202927206314,453.618412586673,317.3085966994769,50.545031965717406,-49.454968034282594,-50.813398233759585,1.3584301994769916
2,1779491586.7178295,408.1365051269531,219.31570434570312,361.66650390625,215.65626525878906,46.470001220703125,1044.8988037109375,76.92579650878906,109.80437517107592,-42.99944069398313,-618.3894010851793,417.8221410878552,140.74195019859948,48.58447354293793,-51.41552645706207,-51.67133053489102,0.2558040778289481
3,1779491593.1172323,553.387451171875,402.4170837402344,499.1679382324219,405.31890869140625,54.219512939453125,1034.408447265625,472.93145751953125,224.28576275810624,142.9161575166763,-420.65315287998556,103.82086124651369,152.38135600818936,48.28550989627516,-51.71449010372484,-51.60049135480809,-0.11399874891674955
4,1779491601.8213978,393.3362121582031,393.509033203125,326.498779296875,391.35516357421875,66.83743286132812,848.7262573242188,352.540771484375,64.90594457342154,123.68922046155477,-426.9180074027796,201.24041497201276,284.78409405461025,56.28038526319823,-43.71961473680177,-46.638029165736356,2.9184144289345824
5,1779491610.3029125,377.1986389160156,213.85585021972656,330.43939208984375,210.66891479492188,46.759246826171875,1003.2788696289062,45.03230285644531,71.47347159188116,-49.695798547620925,-624.2716655453596,445.58163031588623,170.6784948875088,49.139362503455516,-50.860637496544484,-51.02857267005192,0.1679351735074377
6,1779491617.3083644,388.9122314453125,214.8754425048828,342.3138427734375,211.25924682617188,46.598388671875,1020.373046875,55.023624420166016,86.16060855697476,-48.69881834958579,-623.2989536639152,436.843288793808,158.3803632782171,49.182415942074265,-50.817584057925735,-51.298890515753534,0.4813064578277988
7,1779491620.3675377,317.24017333984375,376.78045654296875,252.9192352294922,372.11895751953125,64.32093811035156,775.8722534179688,288.71209716796875,-2.372256128281844,112.08989759507658,-447.80983246307227,257.0412153415949,334.16830195878345,50.432223548398014,-49.567776451601986,-47.69381586445049,-1.873960587151494
8,1779491622.9574137,346.6944580078125,427.4247131347656,277.343994140625,423.4757385253906,69.3504638671875,776.474853515625,368.8543395996094,22.89576461756167,148.01382395637356,-407.13041836821736,193.09794200013138,334.4083591907837,51.967834372682205,-48.032165627317795,-48.06409090989033,0.03192528257253713
9,1779491628.6089616,272.67059326171875,327.0469665527344,214.29905700683594,322.2385559082031,58.37153625488281,757.0181884765625,195.3528594970703,-46.37736722443073,72.03261705590549,-489.7482974901338,334.01947239103265,348.8112622868314,50.78184296762758,-49.21815703237242,-48.96886880146645,-0.24928823090596808
10,1779491636.4652596,330.231689453125,220.4599151611328,282.4328308105469,217.21055603027344,47.798858642578125,922.8276977539062,30.122577667236328,12.610601338254984,-40.78305847901603,-615.632135687604,463.6286336357128,227.38008101012758,48.132189840549486,-51.867810159450514,-50.14846825946852,-1.7193418999819912
11,1779491638.4309468,415.060791015625,335.031982421875,355.15313720703125,332.82208251953125,59.90765380859375,921.48583984375,287.03851318359375,92.92701171648898,79.5179935995657,-479.5437508557183,251.76459640513912,231.91119802880092,53.156392747998645,-46.843607252001355,-46.28131206972327,-0.5622951822780848
12,1779491640.396845,481.779052734375,429.53515625,417.4969787597656,431.2370300292969,64.28207397460938,920.3076171875,450.8074645996094,142.93066145842897,155.37824164459,-401.7962724583233,123.97157316283699,232.88607514303538,51.19162644636289,-48.80837355363711,-48.11344258272372,-0.69493097091339
