sample_index,timestamp_s,u_left_px,v_left_px,u_right_px,v_right_px,disparity_px,overhead_u_px,overhead_v_px,x_stereo_mm,y_stereo_mm,z_stereo_mm,x_robot_mm,y_robot_mm,z_robot_mm,z_ground_mm,model_pred_z_ground_mm,model_residual_mm
1,1779582767.295371,499.9469299316406,259.330810546875,452.19134521484375,257.46734619140625,47.755584716796875,994.0900268554688,156.07530212402344,205.2216404417164,6.965435755318237,-543.5547028516402,351.53466486917546,171.41926590996346,47.27925028265493,-52.72074971734507,-51.98152915522354,-0.7392205621215311
2,1779582771.8354158,558.248291015625,423.2486877441406,501.7765808105469,428.7334899902344,56.471710205078125,946.72998046875,438.18182373046875,220.44836599256672,157.61744126274826,-397.72524668157894,134.25371758036897,213.9285009784989,42.805030442375596,-57.194969557624404,-57.46832159254794,0.27335203492353344
3,1779582775.758294,442.6324768066406,420.71044921875,375.1860656738281,421.97247314453125,67.4464111328125,800.7114868164062,381.21307373046875,106.05613920513939,145.05625829765287,-403.98197731005007,184.26567168253783,318.11052492986136,48.58225422698594,-51.41774577301406,-52.12587514488875,0.7081293718746906
4,1779582777.4846072,435.1424560546875,350.09716796875,373.26104736328125,349.9407958984375,61.88140869140625,827.7931518554688,283.808837890625,108.33017086545209,91.40697217072741,-456.09918769772133,259.3126929405621,295.67867469941064,49.955280271758824,-50.044719728241176,-50.41382120109467,0.3691014728534938
5,1779582779.1958692,456.40484619140625,290.497802734375,401.8750305175781,289.27813720703125,54.529815673828125,896.8287353515625,197.2584991455078,142.7726324556023,39.11401723001479,-509.8387359061603,324.30556848231015,242.91799069773924,48.89650405443321,-51.10349594556679,-50.60040779730725,-0.5030881482595433
6,1779582780.5564065,475.9434814453125,252.86251831054688,427.0118408203125,250.9097137451172,48.931640625,960.5885009765625,134.323486328125,177.7639438897532,-0.3540851422173932,-551.1573490730551,371.03617313962764,194.4824760238766,47.47048559312121,-52.52951440687879,-51.4767669244768,-1.0527474824019905
7,1779582781.7717986,401.0524597167969,244.44935607910156,348.9110107421875,242.30972290039062,52.141448974609375,850.0393676757812,91.24960327148438,90.74420783942621,-9.775153832499203,-557.7782135628871,410.36204565691855,273.45791727049937,50.50449785706356,-49.49550214293644,-50.58337599101042,1.0878738480739827
8,1779582783.0039814,388.7244873046875,297.2817687988281,330.59686279296875,295.8544616699219,58.12762451171875,797.491455078125,185.54129028320312,69.59428895303338,44.8825392477291,-504.4043690245063,339.73557489936053,314.1299345184283,49.524542373704136,-50.475457626295864,-49.350523408091824,-1.1249342182040394
9,1779582784.6071658,389.0242919921875,361.4447326660156,324.35723876953125,360.23260498046875,64.66705322265625,764.743408203125,283.7429504394531,63.09950495418326,99.10190884774958,-447.7236254374873,262.27496722896024,341.4209153235075,50.92053433533029,-49.07946566466971,-49.50220359766696,0.4227379329972507
10,1779582786.317722,382.25506591796875,424.05181884765625,312.4781188964844,422.86181640625,69.77694702148438,730.4654541015625,364.48822021484375,52.94330963640412,145.26222850242746,-404.1493253045416,201.26793064091314,368.25064968158654,48.97543765225767,-51.02456234774233,-50.471418691355396,-0.5531436563869363
11,1779582788.0438578,261.7056884765625,393.89984130859375,197.14739990234375,388.9192199707031,64.55828857421875,604.994384765625,291.45916748046875,-51.04305664651065,124.0881585348757,-426.9101096104195,266.1190933970547,458.0156815100665,49.305559479461806,-50.694440520538194,-47.90317962753496,-2.7912608930032334
12,1779582789.387288,273.77239990234375,326.57757568359375,213.8538818359375,323.1595764160156,59.91851806640625,637.2530517578125,197.21588134765625,-44.130260866782955,70.42434625960624,-477.20378067226466,338.34292816921254,431.50339542415037,51.874510123806004,-48.125489876193996,-48.1072320834847,-0.018257792709292175
13,1779582790.619303,293.8677673339844,279.61248779296875,237.7244110107422,277.470703125,56.14335632324219,678.8587646484375,124.52165985107422,-26.903108148746,27.560176499322193,-519.9766333288558,394.20100886183906,398.8517200106583,52.01133573783293,-47.98866426216707,-49.13046998901653,1.1418057268494621
14,1779582792.4623573,313.432373046875,237.23736572265625,261.6734619140625,235.3982696533203,51.7589111328125,725.6768798828125,46.88113784790039,-7.314099972154128,-17.840905943389043,-568.3984176403414,455.23699708550055,362.48739214170564,50.015566463138924,-49.984433536861076,-51.0064950120223,1.0220614751612231
15,1779582795.5345407,212.80810546875,277.1696472167969,161.5723419189453,274.2315673828125,51.23576354980469,569.7909545898438,93.4794692993164,-114.31995332769135,25.6928725460838,-529.1349614176412,430.27777271616435,479.43156964974725,48.123537509416906,-51.876462490583094,-49.99443370379697,-1.8820287867861225
16,1779582797.0088809,189.13682556152344,352.1436767578125,132.8860626220703,346.7587890625,56.250762939453125,524.8679809570312,214.84780883789062,-122.99329178739488,93.55947445413838,-455.16855327691496,331.26493045977213,514.6022116225581,51.93470300508124,-48.06529699491876,-47.676958286601156,-0.38833870831760464
17,1779582798.3475971,178.71372985839844,389.17041015625,120.68011474609375,382.2000732421875,58.03361511230469,506.50054931640625,266.9970397949219,-126.42289189418882,122.52701178539333,-424.9591378076367,289.9214924787619,529.1327244717993,52.63019482852428,-47.36980517147572,-47.3635515317017,-0.006253639774016051
18,1779582799.709807,109.71717071533203,358.76531982421875,61.27838134765625,351.7872314453125,48.43878936767578,416.76690673828125,208.681640625,-202.48298224964591,102.40718333568995,-444.23602335280276,342.5172123415624,593.3474025997721,54.26772796479983,-45.73227203520017,-47.93054381647699,2.198271781276823
19,1779582801.1784527,141.54331970214844,286.7855529785156,95.41004180908203,283.4085998535156,46.133277893066406,463.49530029296875,88.89712524414062,-192.46404818701185,36.591757507041514,-517.3210677793974,439.0222872984492,557.4994780543501,49.62933930770055,-50.37066069229945,-50.691957205481245,0.3212965131817924
20,1779582802.653757,162.73606872558594,238.9031982421875,119.42272186279297,236.96063232421875,43.31334686279297,,,-187.3782791391349,-16.968605637035576,-579.2361549608523,520.3418334257528,530.8197940265164,44.23029921995381,-55.76970078004619,-54.676160750829354,-1.0935400292168396
21,1779582807.1947973,297.4642028808594,233.96868896484375,246.4508514404297,232.36639404296875,51.01335144042969,704.2772216796875,35.5683708190918,-25.538739023816863,-21.614688271044646,-573.1915150262978,467.2402294257312,378.07346814129255,49.56874970571644,-50.43125029428356,-51.39468577349786,0.9634354792143043
22,1779582809.0384133,428.1600341796875,320.29644775390625,368.6084899902344,319.3011474609375,59.551544189453125,836.7832641601562,237.191162109375,105.80324607370814,65.74695127704811,-479.55096215288114,295.27590365592334,288.60380978908046,51.661572337037285,-48.338427662962715,-49.98317594373671,1.644748280773996
