manifest_row,object_i,class_name,place_result,execution_classification,support_manifest_row,overlap_manifest_rows,inside_bag,target_x_mm,target_y_mm,destination_surface_z_mm,box_center_x_mm,box_center_y_mm,box_center_z_mm,box_size_x_mm,box_size_y_mm,box_size_z_mm
1,1,Pringles,placed,manifest_executed_floor,,,True,288.3349382509941,726.4214696455044,-155.0,288.3349382509941,726.4214696455044,-107.98247544551815,63.330122501988214,52.84293929100893,94.0350491089637
2,2,Chex Mix,pending,not_placed:pending,,,,,,,,,,,,
