camera_x_mm,camera_y_mm,camera_z_mm,robot_x_mm,robot_y_mm,robot_z_mm,u_px,v_px,red,green,blue,color_source
-120.29338836669922,-33.50825881958008,-508.6341552734375,203.29811078952542,418.7754168883213,-7.22198186648825,218.00000570474444,227.9999998964941,0.5529412031173706,0.5529412031173706,0.6666666865348816,calibrated_uv_reprojection_plus_stereo_left
-118.10066986083984,-33.48846435546875,-508.3521423339844,201.90811794104582,416.9580113438858,-6.950461168192135,220.0000025879936,227.99999906614664,0.5568627715110779,0.5568627715110779,0.6470588445663452,calibrated_uv_reprojection_plus_stereo_left
-115.99267578125,-33.492637634277344,-508.4339904785156,200.7342526993126,415.1005180412002,-6.967365441972447,222.00000481948126,228.00000034680016,0.5686274766921997,0.5843137502670288,0.686274528503418,calibrated_uv_reprojection_plus_stereo_left
-136.112548828125,-32.41737747192383,-508.1910705566406,211.39962312009158,433.10310871355415,-7.7799865359199885,202.99999991553176,229.00000188061057,0.5921568870544434,0.6117647290229797,0.7882353067398071,calibrated_uv_reprojection_plus_stereo_left
-134.0852508544922,-32.43857192993164,-508.5448303222656,210.39659819409485,431.23113476991887,-8.013283662237711,204.99999175167883,228.99999860966753,0.5686274766921997,0.6078431606292725,0.7843137383460999,calibrated_uv_reprojection_plus_stereo_left
-131.98110961914062,-32.44175720214844,-508.6163635253906,209.21997156976823,429.3803421976315,-8.022312925633571,207.00000051012412,229.00000020465168,0.5607843399047852,0.6549019813537598,0.7882353067398071,calibrated_uv_reprojection_plus_stereo_left
-127.67459869384766,-32.42412185668945,-508.38299560546875,206.63762847745096,425.71071033235404,-7.7413324046339085,211.00000434564052,228.99999865616158,0.5568627715110779,0.5647059082984924,0.6901960968971252,calibrated_uv_reprojection_plus_stereo_left
-125.57588958740234,-32.429256439208984,-508.485107421875,205.47814791789324,423.85510823753907,-7.774595468438633,212.99999934359732,228.99999978855797,0.7176470756530762,0.7529411911964417,0.8313725590705872,calibrated_uv_reprojection_plus_stereo_left
-121.17263793945312,-32.385711669921875,-507.8454895019531,202.65389092076623,420.22801775561203,-7.171103218182623,217.0000038904186,229.000000722755,0.5686274766921997,0.615686297416687,0.7058823704719543,calibrated_uv_reprojection_plus_stereo_left
-117.9172134399414,-32.36449432373047,-507.54510498046875,200.6449636223291,417.4926662900413,-6.860945131079916,220.00000062553843,228.99999904878052,0.5372549295425415,0.5568627715110779,0.658823549747467,calibrated_uv_reprojection_plus_stereo_left
-115.81551361083984,-32.36915588378906,-507.6398010253906,199.48036365417653,415.6367761045935,-6.888293047992192,222.00000302400483,228.99999954850827,0.6392157077789307,0.6470588445663452,0.7529411911964417,calibrated_uv_reprojection_plus_stereo_left
-113.811767578125,-32.4021110534668,-508.17822265625,198.5755607188113,413.727719680927,-7.267730466595253,223.9999978461621,228.9999981761188,0.9960784316062927,0.9960784316062927,0.9803921580314636,calibrated_uv_reprojection_plus_stereo_left
-111.5995864868164,-32.3760871887207,-507.7917175292969,197.12677701975485,411.9257884978575,-6.913156507470887,226.00000510133452,229.0000002141371,0.9960784316062927,1.0,0.9686274528503418,calibrated_uv_reprojection_plus_stereo_left
-110.40657806396484,-32.33733367919922,-507.1946716308594,196.167247743877,411.0751325824588,-6.4155134208111235,227.00000262119022,228.9999988661994,0.9882352948188782,0.9921568632125854,0.9647058844566345,calibrated_uv_reprojection_plus_stereo_left
-109.4910888671875,-32.37995910644531,-507.8740539550781,195.952602401138,410.06784248346077,-6.9306050686478216,228.0000024767648,228.99999974784154,0.9764705896377563,0.9803921580314636,0.9529411792755127,calibrated_uv_reprojection_plus_stereo_left
-105.19000244140625,-32.36305618286133,-507.65216064453125,193.3786387228111,406.3993488824067,-6.658795152662265,231.99999918695264,228.99999919234085,0.9882352948188782,0.9529411792755127,0.9450980424880981,calibrated_uv_reprojection_plus_stereo_left
-137.97674560546875,-31.28915786743164,-507.23553466796875,211.2481713726703,435.46185804919025,-7.617493532666003,200.9999923704661,229.9999995117696,0.5764706134796143,0.615686297416687,0.7882353067398071,calibrated_uv_reprojection_plus_stereo_left
-135.89244079589844,-31.294919967651367,-507.3537902832031,210.10407354517713,433.61391077186215,-7.66402060077877,202.99999971128818,229.9999998904255,0.6078431606292725,0.6509804129600525,0.8039215803146362,calibrated_uv_reprojection_plus_stereo_left
-134.9059295654297,-31.310855865478516,-507.6246032714844,209.66075662615629,432.6725023331149,-7.855684289903081,204.000010707018,230.0000016564644,0.5843137502670288,0.6352941393852234,0.7843137383460999,calibrated_uv_reprojection_plus_stereo_left
-130.7401580810547,-31.325031280517578,-507.9041442871094,207.3938611701692,428.9657001825014,-7.98277724666076,208.0000061337519,229.99999931655367,0.5607843399047852,0.6352941393852234,0.7764706015586853,calibrated_uv_reprojection_plus_stereo_left
-128.59352111816406,-31.317245483398438,-507.8028259277344,206.1135773078006,427.1318263647623,-7.854526309458834,209.99999734448926,230.00000104615998,0.5411764979362488,0.5764706134796143,0.7215686440467834,calibrated_uv_reprojection_plus_stereo_left
-123.17578125,-31.284570693969727,-507.335205078125,202.78551500625133,422.5693003964978,-7.363513571850831,215.00000043012614,230.00000041900904,0.9215686321258545,0.95686274766922,0.9843137264251709,calibrated_uv_reprojection_plus_stereo_left
-122.06334686279297,-31.270458221435547,-507.1187744140625,202.0471249386399,421.6698894608272,-7.167613210428556,215.9999985395471,229.99999958109254,0.8666666746139526,0.9019607901573181,0.9686274528503418,calibrated_uv_reprojection_plus_stereo_left
-120.98049926757812,-31.2637996673584,-507.02325439453125,201.38100188979251,420.75861369982925,-7.067851172803387,217.00000521535682,230.00000074666133,0.6196078658103943,0.6745098233222961,0.7607843279838562,calibrated_uv_reprojection_plus_stereo_left
-118.77571105957031,-31.240009307861328,-506.66229248046875,199.94862503016088,418.9548972456908,-6.733274756202206,218.99999858046056,229.99999996368172,0.5215686559677124,0.5529412031173706,0.6745098233222961,calibrated_uv_reprojection_plus_stereo_left
-117.81748962402344,-31.266138076782227,-507.0985107421875,199.597168258887,417.9866675773518,-7.056178959805436,219.99999744625666,230.00000001891112,0.5215686559677124,0.5529412031173706,0.6705882549285889,calibrated_uv_reprojection_plus_stereo_left
-113.6455307006836,-31.28276824951172,-507.4180908203125,197.34501342440245,414.26204680651705,-7.214749462523912,223.9999999409613,230.0000002157274,0.9960784316062927,0.9960784316062927,0.9803921580314636,calibrated_uv_reprojection_plus_stereo_left
-112.54710388183594,-31.27186393737793,-507.2536926269531,196.6384553338703,413.35863832192126,-7.060249999952646,225.00000010857286,230.0000006777101,0.9960784316062927,0.9960784316062927,0.9803921580314636,calibrated_uv_reprojection_plus_stereo_left
-111.41462707519531,-31.251262664794922,-506.93194580078125,195.84041153882612,412.4745399182175,-6.780739743222455,225.99999655101183,229.99999846937078,0.9960784316062927,0.9960784316062927,0.9764705896377563,calibrated_uv_reprojection_plus_stereo_left
-109.291748046875,-31.249664306640625,-506.93096923828125,194.6196450915495,410.6301273841074,-6.732253475362711,228.00000020774505,229.99999987317557,0.9882352948188782,0.9882352948188782,0.9647058844566345,calibrated_uv_reprojection_plus_stereo_left
-106.10789489746094,-31.247751235961914,-506.9373474121094,192.7923488875282,407.86147482714125,-6.665726493964144,230.99999992616034,230.0000002288726,0.9882352948188782,0.9725490212440491,0.9607843160629272,calibrated_uv_reprojection_plus_stereo_left
-104.9880599975586,-31.22979736328125,-506.6585388183594,192.0211951843806,406.9750186359265,-6.420405839895352,231.9999987456199,229.99999986093124,0.9882352948188782,0.9764705896377563,0.9647058844566345,calibrated_uv_reprojection_plus_stereo_left
-100.74092864990234,-31.22684097290039,-506.66046142578125,189.5806464334632,403.283794507846,-6.326461207730347,236.00000140550154,229.99999985906345,0.9843137264251709,0.9843137264251709,0.9372549057006836,calibrated_uv_reprojection_plus_stereo_left
-98.55845642089844,-31.207015991210938,-506.3637390136719,188.19045710561886,401.4795063959433,-6.043110914392855,237.9999973284788,229.99999980832692,0.9921568632125854,0.9882352948188782,0.9450980424880981,calibrated_uv_reprojection_plus_stereo_left
-97.48900604248047,-31.203855514526367,-506.3249206542969,187.55795157119297,400.56225030915294,-5.988421220540943,238.99999476641642,229.99999922996744,0.9921568632125854,0.9843137264251709,0.9450980424880981,calibrated_uv_reprojection_plus_stereo_left
-146.37013244628906,-30.213159561157227,-506.998779296875,215.18090159272174,443.2695347923141,-8.167618919329414,193.00000284701204,230.99999873748175,0.7411764860153198,0.7372549176216125,0.8823529481887817,calibrated_uv_reprojection_plus_stereo_left
-145.26513671875,-30.202157974243164,-506.828369140625,214.4680232434336,442.3621721178938,-8.008082325486669,194.0000058190683,231.00000069787083,0.7882353067398071,0.7803921699523926,0.9215686321258545,calibrated_uv_reprojection_plus_stereo_left
-143.0238800048828,-30.173213958740234,-506.3709716796875,212.97119724464227,440.556404060354,-7.59612753988489,196.00000521506547,231.0000005607294,0.6901960968971252,0.7215686440467834,0.843137264251709,calibrated_uv_reprojection_plus_stereo_left
-140.87020874023438,-30.162343978881836,-506.21685791015625,211.66286302116112,438.732756013071,-7.425944820331381,197.99999676710334,230.99999978564063,0.6627451181411743,0.7019608020782471,0.8352941274642944,calibrated_uv_reprojection_plus_stereo_left
-137.72174072265625,-30.163742065429688,-506.2828369140625,209.88286906808446,435.97648623040703,-7.407469400461025,200.9999983150716,231.00000025423932,0.7686274647712708,0.7843137383460999,0.9450980424880981,calibrated_uv_reprojection_plus_stereo_left
-135.6892852783203,-30.179746627807617,-506.579833984375,208.84969126973908,434.1183706982437,-7.596701461952932,202.99999517717822,231.00000034054585,0.6117647290229797,0.6352941393852234,0.7960784435272217,calibrated_uv_reprojection_plus_stereo_left
-132.63587951660156,-30.20400619506836,-507.0296630859375,207.29918282742733,431.3257511357115,-7.883870475381173,206.00000837922036,231.00000116341428,0.6392157077789307,0.686274528503418,0.8392156958580017,calibrated_uv_reprojection_plus_stereo_left
-131.61654663085938,-30.212099075317383,-507.1797180175781,206.7815181893818,430.39351257006206,-7.97964712304605,207.00000392321786,231.000000558149,0.7490196228027344,0.772549033164978,0.9333333373069763,calibrated_uv_reprojection_plus_stereo_left
-130.58493041992188,-30.217531204223633,-507.2851257324219,206.2364556871844,429.4644367484038,-8.039845805761445,208.00000403249453,231.00000052529978,0.7843137383460999,0.8156862854957581,0.9686274528503418,calibrated_uv_reprojection_plus_stereo_left
-127.34009552001953,-30.199108123779297,-507.0184631347656,204.24955161447684,426.7275132188177,-7.756186565764892,211.00000064021253,230.99999918275125,0.7764706015586853,0.8039215803146362,0.9372549057006836,calibrated_uv_reprojection_plus_stereo_left
-125.16693878173828,-30.184173583984375,-506.7961730957031,202.8989611176824,424.9080617762309,-7.531660483876749,212.9999986248695,231.00000022953972,0.7647058963775635,0.8666666746139526,0.9450980424880981,calibrated_uv_reprojection_plus_stereo_left
-124.0801010131836,-30.176532745361328,-506.6820983886719,202.2221827399456,423.9990183213625,-7.417074829419164,213.99999751981883,231.00000023962622,0.6117647290229797,0.7019608020782471,0.7843137383460999,calibrated_uv_reprojection_plus_stereo_left
-122.99517822265625,-30.16928482055664,-506.5746154785156,201.54950774968484,423.08959606520955,-7.30774424994928,214.99999936838282,231.00000017035427,0.7960784435272217,0.8274509906768799,0.9098039269447327,calibrated_uv_reprojection_plus_stereo_left
-119.70755767822266,-30.138832092285156,-506.10589599609375,199.44597334370707,420.3781112809343,-6.863358654052149,218.0000015067676,230.99999983194698,0.5058823823928833,0.5411764979362488,0.658823549747467,calibrated_uv_reprojection_plus_stereo_left
-118.63331604003906,-30.13392448425293,-506.0376892089844,198.797328491325,419.46579869716743,-6.785323316193114,218.99999713057093,230.9999994877365,0.501960813999176,0.5411764979362488,0.686274528503418,calibrated_uv_reprojection_plus_stereo_left
-117.73487854003906,-30.174041748046875,-506.7256164550781,198.59415376060412,418.47192735297455,-7.3091101587273215,219.99999803067982,230.9999999066525,0.501960813999176,0.5411764979362488,0.6823529601097107,calibrated_uv_reprojection_plus_stereo_left
-114.55452728271484,-30.171430587768555,-506.7244567871094,196.7652513640781,415.70875823902304,-7.236831758552398,222.99999721864577,230.99999879391623,0.9960784316062927,0.9960784316062927,0.9803921580314636,calibrated_uv_reprojection_plus_stereo_left
-109.12799072265625,-30.133167266845703,-506.1529846191406,193.38525832661963,411.1705307973503,-6.663206512958027,227.9999958610549,230.9999988727741,0.9921568632125854,0.9960784316062927,0.9686274528503418,calibrated_uv_reprojection_plus_stereo_left
-108.0538330078125,-30.12835693359375,-506.0864562988281,192.73742444079176,410.2577719916782,-6.586501473519718,229.0000014973323,231.0000008014297,0.9921568632125854,0.9921568632125854,0.9725490212440491,calibrated_uv_reprojection_plus_stereo_left
-105.9497299194336,-30.131210327148438,-506.162841796875,191.5625745958011,408.40576468356346,-6.599686798035862,230.99999917882337,230.99999909332323,0.9921568632125854,0.9921568632125854,0.9764705896377563,calibrated_uv_reprojection_plus_stereo_left
-104.82830047607422,-30.112844467163086,-505.8685607910156,190.78382973754066,407.52250823263944,-6.341835446071457,231.9999998270247,230.99999917730204,0.9921568632125854,0.9921568632125854,0.9764705896377563,calibrated_uv_reprojection_plus_stereo_left
-103.76927947998047,-30.11227798461914,-505.873291015625,190.17715579629402,406.6008189250912,-6.321813456553855,233.00000152000294,230.9999994716575,0.9921568632125854,0.9960784316062927,0.9647058844566345,calibrated_uv_reprojection_plus_stereo_left
-102.71920013427734,-30.114383697509766,-505.92291259765625,189.59606952400577,405.672987662595,-6.337487687064083,233.99999702087985,230.99999954535835,0.9921568632125854,0.9960784316062927,0.9647058844566345,calibrated_uv_reprojection_plus_stereo_left
-100.62841796875,-30.121734619140625,-506.0749206542969,188.46332055250917,403.8091212726963,-6.410767970882546,235.99999978568508,230.9999998749116,0.9921568632125854,0.9960784316062927,0.9529411792755127,calibrated_uv_reprojection_plus_stereo_left
-95.26594543457031,-30.099931716918945,-505.7798767089844,185.24606438724993,399.24089781290013,-6.057152654672166,240.9999992541853,230.9999999085117,0.9921568632125854,0.9960784316062927,0.9607843160629272,calibrated_uv_reprojection_plus_stereo_left
-150.4134979248047,-29.113733291625977,-506.37969970703125,216.44069361347198,447.4146598120345,-8.316422833337981,189.00000324660155,232.0000005064377,0.42352941632270813,0.47843137383461,0.658823549747467,calibrated_uv_reprojection_plus_stereo_left
-149.3798065185547,-29.11681365966797,-506.4493408203125,215.87798057412806,446.49495830696344,-8.348410802019828,190.00000117111043,232.00000085084028,0.42352941632270813,0.47843137383461,0.6352941393852234,calibrated_uv_reprojection_plus_stereo_left
-146.1427001953125,-29.099504470825195,-506.1964111328125,213.90198946154902,443.76037397255334,-8.075633353527337,192.99999709142077,231.99999961618153,0.6980392336845398,0.7176470756530762,0.8745098114013672,calibrated_uv_reprojection_plus_stereo_left
-145.05726623535156,-29.092374801635742,-506.0884704589844,213.2289191967347,442.8505892213129,-7.965854428772104,194.00000652571472,232.0000009478252,0.6705882549285889,0.6549019813537598,0.8235294222831726,calibrated_uv_reprojection_plus_stereo_left
-143.95315551757812,-29.08141326904297,-505.913818359375,212.51483133952598,441.94518997874593,-7.802834004260717,195.00000283976888,231.99999980408444,0.7058823704719543,0.6666666865348816,0.843137264251709,calibrated_uv_reprojection_plus_stereo_left
-141.7339324951172,-29.056882858276367,-505.5191650390625,211.0597439908018,440.1388466973773,-7.440640638264938,196.99999162960015,231.9999995904055,0.572549045085907,0.6000000238418579,0.7490196228027344,calibrated_uv_reprojection_plus_stereo_left
-139.62855529785156,-29.055496215820312,-505.52716064453125,209.85287999085057,438.3069999275952,-7.399813429866015,199.00000421205445,232.00000035458947,0.6823529601097107,0.6823529601097107,0.843137264251709,calibrated_uv_reprojection_plus_stereo_left
-138.5512237548828,-29.0496883392334,-505.4421691894531,209.19488611516454,437.3971632181465,-7.308386447941473,199.999998185556,232.00000053486733,0.6196078658103943,0.6274510025978088,0.7921568751335144,calibrated_uv_reprojection_plus_stereo_left
-137.5424346923828,-29.05832290649414,-505.60845947265625,208.69036178034946,436.4692329722053,-7.417458168780513,201.00000240471832,232.00000013226455,0.6627451181411743,0.686274528503418,0.8470588326454163,calibrated_uv_reprojection_plus_stereo_left
