manifest_row,object_i,class_name,place_result,execution_classification,support_manifest_row,overlap_manifest_rows,inside_bag,target_x_mm,target_y_mm,destination_surface_z_mm,box_center_x_mm,box_center_y_mm,box_center_z_mm,box_size_x_mm,box_size_y_mm,box_size_z_mm
1,1,Chex Mix,placed,manifest_executed_floor,,,True,161.4614751618808,756.4973428963665,-155.0,161.4614751618808,756.4973428963665,-141.54396887539517,132.92295032376157,97.00531379273308,26.91206224920969
2,2,Burts Bees,pending,not_placed:pending,,,,,,,,,,,,
