quantity,x,y,z
camera_position_robot_mm,-142.2760704808597,479.4947635483256,423.39353511323657
camera_view_direction_unit,0.4281490281794813,-0.29666942386652034,-0.8536250128784141
camera_x_axis_unit,-0.5511061250822723,-0.8341470501036228,0.021925731463906733
camera_y_axis_unit,-0.7442931128184536,0.4182313757375931,-0.5206825122468175
